Company_Name,City,Country,Location,query_address,Latitude,Longitude
Tessera Studios,Madrid,Spain,Madrid,"Madrid, Spain",40.416782,-3.703507
Timeless Games,Madrid,Spain,Madrid,"Madrid, Spain",40.416782,-3.703507
Tiny Moon Team,Madrid,Spain,Madrid,"Madrid, Spain",40.416782,-3.703507
Topotoy Labs,Madrid,Spain,Madrid,"Madrid, Spain",40.416782,-3.703507
Vermila Studios (Embracer Group),Madrid,Spain,Madrid,"Madrid, Spain",40.416782,-3.703507
Vertical Robot,Madrid,Spain,Madrid,"Madrid, Spain",40.416782,-3.703507
Virtway,Oviedo,Spain,Madrid,"Oviedo, Spain",43.3533452,-5.8795096
Voragine Game Studios,Madrid,Spain,Madrid,"Madrid, Spain",40.416782,-3.703507
Weird Beluga,Madrid,Spain,Madrid,"Madrid, Spain",40.416782,-3.703507
Zerouno Games,Madrid,Spain,Madrid,"Madrid, Spain",40.416782,-3.703507
Zinkia Madrid,Madrid,Spain,Madrid,"Madrid, Spain",40.416782,-3.703507
Appsoleut Games,Gurgaon,India,New Delhi,"Gurgaon, India",28.4646148,77.0299194
CreatioSoft,Noida,India,New Delhi,"Noida, India",28.5706333,77.3272147
DreamNovaStudio,Lucknow,India,New Delhi,"Lucknow, India",26.8381,80.9346001
Dunali Games,Gurgaon,India,New Delhi,"Gurgaon, India",28.4646148,77.0299194
Elev8 Games,New Delhi,India,New Delhi,"New Delhi, India",28.6138954,77.2090057
Gamezop,Gurgaon,India,New Delhi,"Gurgaon, India",28.4646148,77.0299194
Ikshvaku Labs,Gwalior,India,New Delhi,"Gwalior, India",26.2037247,78.1573628
Insanity Crew,New Delhi,India,New Delhi,"New Delhi, India",28.6138954,77.2090057
Ironcode Gaming,Noida,India,New Delhi,"Noida, India",28.5706333,77.3272147
Little Red Dread,New Delhi,India,New Delhi,"New Delhi, India",28.6138954,77.2090057
Lucid Labs,New Delhi,India,New Delhi,"New Delhi, India",28.6138954,77.2090057
Lumikai,Gurgaon,India,New Delhi,"Gurgaon, India",28.4646148,77.0299194
Meta Roar,New Delhi,India,New Delhi,"New Delhi, India",28.6138954,77.2090057
Ohilo Games,Jaipur,India,New Delhi,"Jaipur, India",26.9154576,75.8189817
Pyrodactyl,Jaipur,India,New Delhi,"Jaipur, India",26.9154576,75.8189817
Rekaal Games,Rupnagar,India,New Delhi,"Rupnagar, India",31.0917102,76.5289701
Sloppy Studios,New Delhi,India,New Delhi,"New Delhi, India",28.6138954,77.2090057
SuperSike Games,New Delhi,India,New Delhi,"New Delhi, India",28.6138954,77.2090057
Trimurthi Games,Rupnagar,India,New Delhi,"Rupnagar, India",31.0917102,76.5289701
2K Vegas,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
Acceleroto,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
Dead Money,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
GAME-O-GAMI,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
Gas Giant Games,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
Gentleman Rat,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
JV Games,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
Konami Gaming,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
Kosma Co,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
Night Street Games,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
Petroglyph,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
Petroglyph Games,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
PM Studios,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
Rogue Duck Interactive,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
SculptrVR,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
Slipgate Studios,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
Twin Atlas,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
Utopos Games,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
ynoham,Las Vegas,United States,Las Vegas,"Las Vegas, United States",36.1674263,-115.1484131
Advance Nine,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Amazon Games San Diego Studio,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
BrainLeap Technologies,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Buzztime,Carlsbad,United States,San Diego,"Carlsbad, United States",33.1580933,-117.3505966
Cave Bear Games,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Crytivo Games,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Darkpaw Games,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
E McNeill,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Empty Clip Studios,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Full Swing Golf,Carlsbad,United States,San Diego,"Carlsbad, United States",33.1580933,-117.3505966
Happy Dance Games,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Hero Game Co,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
HiDef,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
High Moon Studios (Activision),Carlsbad,United States,San Diego,"Carlsbad, United States",33.1580933,-117.3505966
igda San Diego Chapter,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Ironroot Games,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Jam CIty,Carlsbad,United States,San Diego,"Carlsbad, United States",33.1580933,-117.3505966
Kalloc Studios,Carlsbad,United States,San Diego,"Carlsbad, United States",33.1580933,-117.3505966
Look Mister,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Madorium,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Namazu Studios,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Nantgames,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Nimblebit,Poway,United States,San Diego,"Poway, United States",32.9628234,-117.035864
Oceanhouse Media,Encinitas,United States,San Diego,"Encinitas, United States",33.0369867,-117.2919818
Pixelsaurus Games,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Playable Worlds,San Marcos,United States,San Diego,"San Marcos, United States",29.8826436,-97.9405828
Playdek,Carlsbad,United States,San Diego,"Carlsbad, United States",33.1580933,-117.3505966
Pocketwatch Games,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Protagonist Games,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Punk Labs,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
R16 Interactive,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
RAGE Technology Group (Rockstar),Carlsbad,United States,San Diego,"Carlsbad, United States",33.1580933,-117.3505966
Redemption Games,Carlsbad,United States,San Diego,"Carlsbad, United States",33.1580933,-117.3505966
Rice Games,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Rogue Planet Games,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
SD Studio (Sony),San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
SkyReacher,Murrieta,United States,San Diego,"Murrieta, United States",33.560832,-117.210656
Soda Den,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Sony Interactive Entertainment San Diego Studio,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Tako Boy Studios,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Tako Boys Studio,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Team Trigear,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
That's No Moon Entertainment,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
The Behemoth,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
V Publishing,Oceanside,United States,San Diego,"Oceanside, United States",33.1958696,-117.379483
Versus Evil,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
Visionary Realms,San Diego,United States,San Diego,"San Diego, United States",32.7174202,-117.162772
2k Czech,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
About Fun,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Alda Games,Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
Amanita Design,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Anttka4,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Artax,Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
Ascendant Studio,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Ashborne Games (THQ Nordic),Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
Attu Games,Znojmo,Czechia,Prague,"Znojmo, Czechia",48.8554341,16.0489457
Beresnev Games,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Brainz Gamify,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
CBE Software,Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
Charles Games,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Cinemax,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Czech Game Developers Association (GDACZ),Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Dreadlocks,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Fineway Studios,Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
Fiolasoft Studios,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Fulqrum Publishing,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Gamajun Games,Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
Gamebaze,Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
GameDev Area,Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
Geewa,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Gregstr,Ostrava,Czechia,Prague,"Ostrava, Czechia",49.8349139,18.2820084
Hangonit,Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
Hexage,Mnisek pod Brdy,Czechia,Prague,"Mnisek pod Brdy, Czechia",49.8664138,14.2609488
Keen Software House,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Krystof Knesl,Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
MADFINGER Games,Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
Nejcraft,Pilsen,Czechia,Prague,"Pilsen, Czechia",49.7477415,13.3775249
Nepos Games,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
North Beach Games,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
NOXGAMES,Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
Paperash Studio,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
PixelAnt (Sumo Digital),Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
polyperfect,Zlin,Czechia,Prague,"Zlin, Czechia",49.226766,17.6667415
Quiet Dimensions,Olomouc,Czechia,Prague,"Olomouc, Czechia",49.5940567,17.251143
Rake In Grass,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Rendlike,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Running Pillow,Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
SCS Software,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
SOEDESCO,Pilsen,Czechia,Prague,"Pilsen, Czechia",49.7477415,13.3775249
SZEINER,Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
Tinysoft,Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
Trickster Arts,Brno,Czechia,Prague,"Brno, Czechia",49.1922443,16.6113382
Unigine Europe,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
Wargaming Prague,Prague,Czechia,Prague,"Prague, Czechia",50.0874654,14.4212535
2x2 Games,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
ActaLogic,Ljubljana,Slovenia,Zagreb,"Ljubljana, Slovenia",46.0500268,14.5069289
Cateia Games,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
Croatian Game Development Alliance (CGDA),Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
Croteam,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
Dawn of Play,Ljubljana,Slovenia,Zagreb,"Ljubljana, Slovenia",46.0500268,14.5069289
Delta Reality,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
Divna Interactive,Rijeka,Croatia,Zagreb,"Rijeka, Croatia",45.3267976,14.442208
Emberheart Games,Ljubljana,Slovenia,Zagreb,"Ljubljana, Slovenia",46.0500268,14.5069289
Exordium Games,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
Fearem,Velika Gorica,Croatia,Zagreb,"Velika Gorica, Croatia",45.7155672,16.0717164
Gamex Studio,Ljubljana,Slovenia,Zagreb,"Ljubljana, Slovenia",46.0500268,14.5069289
GD Entertainment,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
GunGrounds,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
Ironward,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
Letibus Design,Izola,Slovenia,Zagreb,"Izola, Slovenia",45.5473158,13.6478314
Lion Game Lion,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
LionGameLion,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
MOXO,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
Nanobit,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
Overseer Games,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
Pine Studio,Samobor,Croatia,Zagreb,"Samobor, Croatia",45.8018625,15.7097105
PISMO,Novska,Croatia,Zagreb,"Novska, Croatia",45.3415443,16.9770868
Red Martyr Entertainment,Pula,Croatia,Zagreb,"Pula, Croatia",44.8702281,13.8455311
Slovenia Games Association,Ljubljana,Slovenia,Zagreb,"Ljubljana, Slovenia",46.0500268,14.5069289
Summer Eternal,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
Tricky Tribe,Kranj,Slovenia,Zagreb,"Kranj, Slovenia",46.2432913,14.3549353
Triternion,Ljubljana,Slovenia,Zagreb,"Ljubljana, Slovenia",46.0500268,14.5069289
Under the Stairs,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
Yeti Ate My Breakfast,Zagreb,Croatia,Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
Citeremis,Sherbrooke,Canada,Sherbrooke,"Sherbrooke, Canada",45.403271,-71.889038
GolemLabs,Sherbrooke,Canada,Sherbrooke,"Sherbrooke, Canada",45.403271,-71.889038
Beenox Studios (Activision),Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Berzerk Studio,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Beyond Fun Studio,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Bishop Games,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Cathar Games,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Chainsawesome Games,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Cozy Bee Games,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Cradle Games,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
DolphinBarn,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Dragon Slumber,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Excellent Rectangle,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Gearbox Studio Quebec (Take-Two Interactive),Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Hatchery Games,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Nesting Games (Digital Bros),Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Neuro Solutions Group,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Nine Dots Studio,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Parabole,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Polymorph Games,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
RageCure Games,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
SadSquare Studio,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Sarbakan,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Sweet Bandits Studios,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Totema Studios,Saguenay,Canada,Quebec City,"Saguenay, Canada",48.405959,-71.069183
Ubisoft Saguenay,Saguenay,Canada,Quebec City,"Saguenay, Canada",48.405959,-71.069183
WildArts Games,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Yellow Brick Games,Quebec City,Canada,Quebec City,"Quebec City, Canada",46.8137431,-71.2084061
Bagel+Balloon,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Bitten Toast Games,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Cosmocat,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Cuirass Entertainment,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Digital Nova Scotia,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Early Warning Entertainment,Hopewell,Canada,Halifax,"Hopewell, Canada",45.4806952,-62.700298
Fring Frang,Saulnierville,Canada,Halifax,"Saulnierville, Canada",44.2659356,-66.130672
Gogii Lighthouse Studios,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Green Robot Studios (VMP Group),Cape Breton Island,Canada,Halifax,"Cape Breton Island, Canada",46.2950327,-60.9360554
Handelabra Games,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
HB Studios (2K),Lunenburg,Canada,Halifax,"Lunenburg, Canada",44.3774954,-64.3154816
Hutch Games,Mahone Bay,Canada,Halifax,"Mahone Bay, Canada",44.4488931,-64.387173
Interactive Society of Nova Scotia,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Island of Misfits,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Isometricorp Games,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Max Inferno,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Max Inferno Games,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Puppet Academy,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Red Diamond Interactive,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Red Meat Games,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Silverback Games,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Spoony Bard Productions,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Ubisoft Halifax,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Vesuvius Media,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Wreckit Games,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Yarncat Games,Halifax,Canada,Halifax,"Halifax, Canada",44.648618,-63.5859487
Banyango Software,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Calgary Game Developers Association,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Copychaser Games,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Creative Storm Entertainment,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Dead Unicorn,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Eggnog Games,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Evil Objective Interactive,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
GabaGoo Games,Banff,Canada,Calgary,"Banff, Canada",51.175076,-115.5720773
Giant Sandbox Games,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Isto Inc,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Kitty Lambda Games,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Mad Capacity Studios,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Metawe,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Naturally Intelligent,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Nooskewl,Canmore,Canada,Calgary,"Canmore, Canada",51.0866897,-115.3481135
Proton Studio,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Red Iron Labs,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Shifty Eye Games,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Simulacrum Interactive,Lethbridge,Canada,Calgary,"Lethbridge, Canada",49.6945782,-112.8331033
Smartly Dressed Games,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Theory Studios,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Vivid Helix,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
Zugalu Entertainment,Calgary,Canada,Calgary,"Calgary, Canada",51.0456064,-114.057541
270sims,Victoria,Canada,Vancouver Island,"Victoria, Canada",48.4283182,-123.364953
Asarge,Courtenay,Canada,Vancouver Island,"Courtenay, Canada",49.6894061,-124.9954959
Blastworks Inc (Gaming Realms),Victoria,Canada,Vancouver Island,"Victoria, Canada",48.4283182,-123.364953
Cloudhead Games,Victoria,Canada,Vancouver Island,"Victoria, Canada",48.4283182,-123.364953
Codename Entertainment,Victoria,Canada,Vancouver Island,"Victoria, Canada",48.4283182,-123.364953
Fancy Skeleton Games,Victoria,Canada,Vancouver Island,"Victoria, Canada",48.4283182,-123.364953
Gaslamp Games,Victoria,Canada,Vancouver Island,"Victoria, Canada",48.4283182,-123.364953
igda Victoria Chapter,Victoria,Canada,Vancouver Island,"Victoria, Canada",48.4283182,-123.364953
Kano Apps,Victoria,Canada,Vancouver Island,"Victoria, Canada",48.4283182,-123.364953
KIXEYE (Stillfront Group),Victoria,Canada,Vancouver Island,"Victoria, Canada",48.4283182,-123.364953
Metalhead (Electronic Arts),Victoria,Canada,Vancouver Island,"Victoria, Canada",48.4283182,-123.364953
RaceRocks,Victoria,Canada,Vancouver Island,"Victoria, Canada",48.4283182,-123.364953
Red Nexus Games,Victoria,Canada,Vancouver Island,"Victoria, Canada",48.4283182,-123.364953
Spacewave Software,Victoria,Canada,Vancouver Island,"Victoria, Canada",48.4283182,-123.364953
Superbrothers,Victoria,Canada,Vancouver Island,"Victoria, Canada",48.4283182,-123.364953
Tiny Mob Games,Victoria,Canada,Vancouver Island,"Victoria, Canada",48.4283182,-123.364953
Atomontage,Bratislava,Slovakia,Vienna,"Bratislava, Slovakia",48.1516988,17.1093063
Awfully Nice Studios,Innsbruck,Austria,Vienna,"Innsbruck, Austria",47.2654296,11.3927685
Bitmap Galaxy,Bratislava,Slovakia,Vienna,"Bratislava, Slovakia",48.1516988,17.1093063
Blanksword,Vienna,Austria,Vienna,"Vienna, Austria",48.2083537,16.3725042
Blue Brain Games,Bratislava,Slovakia,Vienna,"Bratislava, Slovakia",48.1516988,17.1093063
Bongfish,Graz,Austria,Vienna,"Graz, Austria",47.0708678,15.4382786
Broken Rules,Vienna,Austria,Vienna,"Vienna, Austria",48.2083537,16.3725042
ByteParrot,Linz,Austria,Vienna,"Linz, Austria",48.3059078,14.286198
Clockstone Studio,Innsbruck,Austria,Vienna,"Innsbruck, Austria",47.2654296,11.3927685
ClockStone Studio,Innsbruck,Austria,Vienna,"Innsbruck, Austria",47.2654296,11.3927685
Clockwork Bird,Vienna,Austria,Vienna,"Vienna, Austria",48.2083537,16.3725042
Doublequote Studio,Bratislava,Slovakia,Vienna,"Bratislava, Slovakia",48.1516988,17.1093063
Everflux Games,Innsbruck,Austria,Vienna,"Innsbruck, Austria",47.2654296,11.3927685
Exozet,Vienna,Austria,Vienna,"Vienna, Austria",48.2083537,16.3725042
Fatbot Games,Bratislava,Slovakia,Vienna,"Bratislava, Slovakia",48.1516988,17.1093063
Fire Totem Games,Wernberg,Austria,Vienna,"Wernberg, Austria",46.624741,13.9321561
Follow the Feathers,Vienna,Austria,Vienna,"Vienna, Austria",48.2083537,16.3725042
GRIP Studios,Bratislava,Slovakia,Vienna,"Bratislava, Slovakia",48.1516988,17.1093063
Hexdraw,Niederndorf,Austria,Vienna,"Niederndorf, Austria",47.6500522,12.2137047
Hugging Dragons,Vienna,Austria,Vienna,"Vienna, Austria",48.2083537,16.3725042
Impetus Games,Vienna,Austria,Vienna,"Vienna, Austria",48.2083537,16.3725042
Inlogic Software,Banska Bystrica,Slovakia,Vienna,"Banska Bystrica, Slovakia",48.735429,19.1457338
Mad Cookies Studio,Bratislava,Slovakia,Vienna,"Bratislava, Slovakia",48.1516988,17.1093063
Mi'pu'mi Games,Vienna,Austria,Vienna,"Vienna, Austria",48.2083537,16.3725042
Microbird Games,Vienna,Austria,Vienna,"Vienna, Austria",48.2083537,16.3725042
Moon Studios,Vienna,Austria,Vienna,"Vienna, Austria",48.2083537,16.3725042
Nine Rock Games (Embracer Group),Bratislava,Slovakia,Vienna,"Bratislava, Slovakia",48.1516988,17.1093063
Nine Rocks Games (THQ Nordic),Bratislava,Slovakia,Vienna,"Bratislava, Slovakia",48.1516988,17.1093063
Pioneers of Game Development Austria (PGDA),Vienna,Austria,Vienna,"Vienna, Austria",48.2083537,16.3725042
Pixel Federation,Bratislava,Slovakia,Vienna,"Bratislava, Slovakia",48.1516988,17.1093063
PLAION,Hofen,Austria,Vienna,"Hofen, Austria",47.4725572,10.6869975
Poetic Studio,Bansk� Bystrica,Slovakia,Vienna,"Bansk� Bystrica, Slovakia",,
Poink Games,Vienna,Austria,Vienna,"Vienna, Austria",48.2083537,16.3725042
Powerplay Manager,Bratislava,Slovakia,Vienna,"Bratislava, Slovakia",48.1516988,17.1093063
Purple Lamp (THQ Nordic),Vienna,Austria,Vienna,"Vienna, Austria",48.2083537,16.3725042
Rarebyte,Vienna,Austria,Vienna,"Vienna, Austria",48.2083537,16.3725042
